,TransactionNo,Items,DateTime,Daypart,DayType,date,time,location
10061,5048,Juice,2017-01-21 11:35:35,Morning,Weekend,2017-01-21,11:35:35,Plattling
10062,5048,Cake,2017-01-21 11:35:35,Morning,Weekend,2017-01-21,11:35:35,Wallersdorf
10063,5049,Bread,2017-01-21 11:37:19,Morning,Weekend,2017-01-21,11:37:19,Plattling
10064,5049,Tiffin,2017-01-21 11:37:19,Morning,Weekend,2017-01-21,11:37:19,Deggendorf
10065,5049,Cookies,2017-01-21 11:37:19,Morning,Weekend,2017-01-21,11:37:19,Deggendorf
10066,5050,Scone,2017-01-21 11:38:30,Morning,Weekend,2017-01-21,11:38:30,Deggendorf
10067,5050,Cake,2017-01-21 11:38:30,Morning,Weekend,2017-01-21,11:38:30,Deggendorf
10068,5050,Coffee,2017-01-21 11:38:30,Morning,Weekend,2017-01-21,11:38:30,Wallersdorf
10069,5051,Coffee,2017-01-21 11:41:03,Morning,Weekend,2017-01-21,11:41:03,Plattling
10070,5052,Coffee,2017-01-21 11:42:20,Morning,Weekend,2017-01-21,11:42:20,Wallersdorf
10071,5052,Coffee,2017-01-21 11:42:20,Morning,Weekend,2017-01-21,11:42:20,Plattling
10072,5052,Alfajores,2017-01-21 11:42:20,Morning,Weekend,2017-01-21,11:42:20,Plattling
10073,5052,Tiffin,2017-01-21 11:42:20,Morning,Weekend,2017-01-21,11:42:20,Deggendorf
10074,5052,Brownie,2017-01-21 11:42:20,Morning,Weekend,2017-01-21,11:42:20,Wallersdorf
10075,5052,Bread,2017-01-21 11:42:20,Morning,Weekend,2017-01-21,11:42:20,Plattling
10076,5054,Coffee,2017-01-21 11:43:56,Morning,Weekend,2017-01-21,11:43:56,Plattling
10077,5054,Medialuna,2017-01-21 11:43:56,Morning,Weekend,2017-01-21,11:43:56,Wallersdorf
10078,5054,Cake,2017-01-21 11:43:56,Morning,Weekend,2017-01-21,11:43:56,Plattling
10079,5055,Granola,2017-01-21 11:44:43,Morning,Weekend,2017-01-21,11:44:43,Wallersdorf
10080,5055,Coffee,2017-01-21 11:44:43,Morning,Weekend,2017-01-21,11:44:43,Plattling
10081,5056,Cake,2017-01-21 11:49:22,Morning,Weekend,2017-01-21,11:49:22,Deggendorf
10082,5056,Hot chocolate,2017-01-21 11:49:22,Morning,Weekend,2017-01-21,11:49:22,Plattling
10083,5057,Tea,2017-01-21 11:52:17,Morning,Weekend,2017-01-21,11:52:17,Plattling
10084,5057,Scone,2017-01-21 11:52:17,Morning,Weekend,2017-01-21,11:52:17,Plattling
10085,5057,Tiffin,2017-01-21 11:52:17,Morning,Weekend,2017-01-21,11:52:17,Plattling
10086,5058,Bread,2017-01-21 11:56:56,Morning,Weekend,2017-01-21,11:56:56,Plattling
10087,5059,Tea,2017-01-21 12:02:12,Afternoon,Weekend,2017-01-21,12:02:12,Wallersdorf
10088,5060,Coffee,2017-01-21 12:04:31,Afternoon,Weekend,2017-01-21,12:04:31,Wallersdorf
10089,5060,Bread,2017-01-21 12:04:31,Afternoon,Weekend,2017-01-21,12:04:31,Plattling
10090,5061,Coffee,2017-01-21 12:10:39,Afternoon,Weekend,2017-01-21,12:10:39,Deggendorf
10091,5061,Coffee,2017-01-21 12:10:39,Afternoon,Weekend,2017-01-21,12:10:39,Plattling
10092,5061,Juice,2017-01-21 12:10:39,Afternoon,Weekend,2017-01-21,12:10:39,Wallersdorf
10093,5061,Cake,2017-01-21 12:10:39,Afternoon,Weekend,2017-01-21,12:10:39,Wallersdorf
10094,5061,Scone,2017-01-21 12:10:39,Afternoon,Weekend,2017-01-21,12:10:39,Plattling
10095,5061,Toast,2017-01-21 12:10:39,Afternoon,Weekend,2017-01-21,12:10:39,Wallersdorf
10096,5062,Jammie Dodgers,2017-01-21 12:12:57,Afternoon,Weekend,2017-01-21,12:12:57,Deggendorf
10097,5062,Scone,2017-01-21 12:12:57,Afternoon,Weekend,2017-01-21,12:12:57,Plattling
10098,5062,Tiffin,2017-01-21 12:12:57,Afternoon,Weekend,2017-01-21,12:12:57,Wallersdorf
10099,5062,Bread,2017-01-21 12:12:57,Afternoon,Weekend,2017-01-21,12:12:57,Plattling
10100,5062,Hot chocolate,2017-01-21 12:12:57,Afternoon,Weekend,2017-01-21,12:12:57,Deggendorf
10101,5062,Tea,2017-01-21 12:12:57,Afternoon,Weekend,2017-01-21,12:12:57,Wallersdorf
10102,5062,Coffee,2017-01-21 12:12:57,Afternoon,Weekend,2017-01-21,12:12:57,Plattling
10103,5063,Scandinavian,2017-01-21 12:18:55,Afternoon,Weekend,2017-01-21,12:18:55,Plattling
10104,5064,Afternoon with the baker,2017-01-21 12:32:49,Afternoon,Weekend,2017-01-21,12:32:49,Deggendorf
10105,5065,Bread,2017-01-21 12:33:34,Afternoon,Weekend,2017-01-21,12:33:34,Wallersdorf
10106,5066,Cookies,2017-01-21 12:34:13,Afternoon,Weekend,2017-01-21,12:34:13,Deggendorf
10107,5067,Bread,2017-01-21 12:34:58,Afternoon,Weekend,2017-01-21,12:34:58,Plattling
10108,5068,Bread,2017-01-21 12:38:43,Afternoon,Weekend,2017-01-21,12:38:43,Plattling
10109,5069,Spanish Brunch,2017-01-21 12:42:04,Afternoon,Weekend,2017-01-21,12:42:04,Plattling
10110,5069,Coffee,2017-01-21 12:42:04,Afternoon,Weekend,2017-01-21,12:42:04,Plattling
10111,5070,Scandinavian,2017-01-21 12:43:21,Afternoon,Weekend,2017-01-21,12:43:21,Plattling
10112,5071,Scandinavian,2017-01-21 12:45:42,Afternoon,Weekend,2017-01-21,12:45:42,Wallersdorf
10113,5072,Brownie,2017-01-21 12:48:53,Afternoon,Weekend,2017-01-21,12:48:53,Wallersdorf
10114,5072,Scone,2017-01-21 12:48:53,Afternoon,Weekend,2017-01-21,12:48:53,Wallersdorf
10115,5073,Jammie Dodgers,2017-01-21 12:54:23,Afternoon,Weekend,2017-01-21,12:54:23,Plattling
10116,5073,Cake,2017-01-21 12:54:23,Afternoon,Weekend,2017-01-21,12:54:23,Plattling
10117,5075,Sandwich,2017-01-21 13:03:41,Afternoon,Weekend,2017-01-21,13:03:41,Plattling
10118,5076,Hot chocolate,2017-01-21 13:05:08,Afternoon,Weekend,2017-01-21,13:05:08,Wallersdorf
10119,5077,Coffee,2017-01-21 13:07:57,Afternoon,Weekend,2017-01-21,13:07:57,Plattling
10120,5077,Coffee,2017-01-21 13:07:57,Afternoon,Weekend,2017-01-21,13:07:57,Plattling
10121,5078,Coffee,2017-01-21 13:19:18,Afternoon,Weekend,2017-01-21,13:19:18,Deggendorf
10122,5078,Tea,2017-01-21 13:19:18,Afternoon,Weekend,2017-01-21,13:19:18,Deggendorf
10123,5079,Sandwich,2017-01-21 13:51:53,Afternoon,Weekend,2017-01-21,13:51:53,Deggendorf
10124,5079,Cake,2017-01-21 13:51:53,Afternoon,Weekend,2017-01-21,13:51:53,Deggendorf
10125,5079,Smoothies,2017-01-21 13:51:53,Afternoon,Weekend,2017-01-21,13:51:53,Wallersdorf
10126,5079,Bread,2017-01-21 13:51:53,Afternoon,Weekend,2017-01-21,13:51:53,Wallersdorf
10127,5080,Spanish Brunch,2017-01-21 13:58:18,Afternoon,Weekend,2017-01-21,13:58:18,Wallersdorf
10128,5080,Sandwich,2017-01-21 13:58:18,Afternoon,Weekend,2017-01-21,13:58:18,Deggendorf
10129,5080,Coffee,2017-01-21 13:58:18,Afternoon,Weekend,2017-01-21,13:58:18,Wallersdorf
10130,5080,Truffles,2017-01-21 13:58:18,Afternoon,Weekend,2017-01-21,13:58:18,Wallersdorf
10131,5081,Cookies,2017-01-21 14:01:32,Afternoon,Weekend,2017-01-21,14:01:32,Wallersdorf
10132,5082,Sandwich,2017-01-21 14:06:03,Afternoon,Weekend,2017-01-21,14:06:03,Wallersdorf
10133,5082,Toast,2017-01-21 14:06:03,Afternoon,Weekend,2017-01-21,14:06:03,Deggendorf
10134,5082,Tea,2017-01-21 14:06:03,Afternoon,Weekend,2017-01-21,14:06:03,Plattling
10135,5082,Fudge,2017-01-21 14:06:03,Afternoon,Weekend,2017-01-21,14:06:03,Wallersdorf
10136,5083,Coffee,2017-01-21 14:06:56,Afternoon,Weekend,2017-01-21,14:06:56,Deggendorf
10137,5083,Jammie Dodgers,2017-01-21 14:06:56,Afternoon,Weekend,2017-01-21,14:06:56,Deggendorf
10138,5084,Cake,2017-01-21 14:07:24,Afternoon,Weekend,2017-01-21,14:07:24,Deggendorf
10139,5084,Jammie Dodgers,2017-01-21 14:07:24,Afternoon,Weekend,2017-01-21,14:07:24,Plattling
10140,5086,Frittata,2017-01-21 14:10:41,Afternoon,Weekend,2017-01-21,14:10:41,Plattling
10141,5086,Bread,2017-01-21 14:10:41,Afternoon,Weekend,2017-01-21,14:10:41,Wallersdorf
10142,5087,Coffee,2017-01-21 14:30:51,Afternoon,Weekend,2017-01-21,14:30:51,Plattling
10143,5088,Afternoon with the baker,2017-01-21 14:35:44,Afternoon,Weekend,2017-01-21,14:35:44,Deggendorf
10144,5089,Raspberry shortbread sandwich,2017-01-21 14:37:19,Afternoon,Weekend,2017-01-21,14:37:19,Plattling
10145,5089,Bread,2017-01-21 14:37:19,Afternoon,Weekend,2017-01-21,14:37:19,Plattling
10146,5089,Coffee,2017-01-21 14:37:19,Afternoon,Weekend,2017-01-21,14:37:19,Plattling
10147,5090,Sandwich,2017-01-21 14:39:52,Afternoon,Weekend,2017-01-21,14:39:52,Plattling
10148,5090,Extra Salami or Feta,2017-01-21 14:39:52,Afternoon,Weekend,2017-01-21,14:39:52,Plattling
10149,5090,Tea,2017-01-21 14:39:52,Afternoon,Weekend,2017-01-21,14:39:52,Deggendorf
10150,5090,Bread,2017-01-21 14:39:52,Afternoon,Weekend,2017-01-21,14:39:52,Plattling
10151,5090,Cake,2017-01-21 14:39:52,Afternoon,Weekend,2017-01-21,14:39:52,Wallersdorf
10152,5092,Tea,2017-01-21 14:42:25,Afternoon,Weekend,2017-01-21,14:42:25,Plattling
10153,5092,Duck egg,2017-01-21 14:42:25,Afternoon,Weekend,2017-01-21,14:42:25,Deggendorf
10154,5093,Scandinavian,2017-01-21 14:56:19,Afternoon,Weekend,2017-01-21,14:56:19,Wallersdorf
10155,5094,Coffee,2017-01-21 14:59:34,Afternoon,Weekend,2017-01-21,14:59:34,Wallersdorf
10156,5094,Hot chocolate,2017-01-21 14:59:34,Afternoon,Weekend,2017-01-21,14:59:34,Deggendorf
10157,5094,Brownie,2017-01-21 14:59:34,Afternoon,Weekend,2017-01-21,14:59:34,Plattling
10158,5095,Spanish Brunch,2017-01-21 15:02:44,Afternoon,Weekend,2017-01-21,15:02:44,Deggendorf
10159,5095,Bread,2017-01-21 15:02:44,Afternoon,Weekend,2017-01-21,15:02:44,Deggendorf
10160,5096,Bread,2017-01-21 15:11:10,Afternoon,Weekend,2017-01-21,15:11:10,Plattling
10161,5096,Coffee,2017-01-21 15:11:10,Afternoon,Weekend,2017-01-21,15:11:10,Plattling
10162,5097,Jam,2017-01-21 15:13:26,Afternoon,Weekend,2017-01-21,15:13:26,Plattling
10163,5098,Coffee,2017-01-21 15:23:33,Afternoon,Weekend,2017-01-21,15:23:33,Plattling
10164,5098,Frittata,2017-01-21 15:23:33,Afternoon,Weekend,2017-01-21,15:23:33,Wallersdorf
10165,5098,Scone,2017-01-21 15:23:33,Afternoon,Weekend,2017-01-21,15:23:33,Wallersdorf
10166,5099,Coffee,2017-01-21 15:25:19,Afternoon,Weekend,2017-01-21,15:25:19,Plattling
10167,5099,Coffee,2017-01-21 15:25:19,Afternoon,Weekend,2017-01-21,15:25:19,Wallersdorf
10168,5099,Cake,2017-01-21 15:25:19,Afternoon,Weekend,2017-01-21,15:25:19,Plattling
10169,5099,Bread,2017-01-21 15:25:19,Afternoon,Weekend,2017-01-21,15:25:19,Wallersdorf
10170,5100,Coffee,2017-01-21 15:26:25,Afternoon,Weekend,2017-01-21,15:26:25,Deggendorf
10171,5100,Hot chocolate,2017-01-21 15:26:25,Afternoon,Weekend,2017-01-21,15:26:25,Wallersdorf
10172,5100,Cake,2017-01-21 15:26:25,Afternoon,Weekend,2017-01-21,15:26:25,Plattling
10173,5100,Brownie,2017-01-21 15:26:25,Afternoon,Weekend,2017-01-21,15:26:25,Wallersdorf
10174,5100,Extra Salami or Feta,2017-01-21 15:26:25,Afternoon,Weekend,2017-01-21,15:26:25,Wallersdorf
10175,5101,Fudge,2017-01-21 15:37:34,Afternoon,Weekend,2017-01-21,15:37:34,Plattling
10176,5102,Coffee,2017-01-21 15:39:58,Afternoon,Weekend,2017-01-21,15:39:58,Plattling
10177,5103,Hot chocolate,2017-01-21 15:41:52,Afternoon,Weekend,2017-01-21,15:41:52,Plattling
10178,5103,Bread,2017-01-21 15:41:52,Afternoon,Weekend,2017-01-21,15:41:52,Plattling
10179,5103,Scone,2017-01-21 15:41:52,Afternoon,Weekend,2017-01-21,15:41:52,Wallersdorf
10180,5104,Cake,2017-01-21 15:49:35,Afternoon,Weekend,2017-01-21,15:49:35,Deggendorf
10181,5105,Bread,2017-01-21 15:53:29,Afternoon,Weekend,2017-01-21,15:53:29,Deggendorf
10182,5105,Bread,2017-01-21 15:53:29,Afternoon,Weekend,2017-01-21,15:53:29,Deggendorf
10183,5105,Frittata,2017-01-21 15:53:29,Afternoon,Weekend,2017-01-21,15:53:29,Plattling
10184,5106,Coffee,2017-01-21 15:55:02,Afternoon,Weekend,2017-01-21,15:55:02,Deggendorf
10185,5106,Bread,2017-01-21 15:55:02,Afternoon,Weekend,2017-01-21,15:55:02,Deggendorf
10186,5107,Brownie,2017-01-21 16:00:20,Afternoon,Weekend,2017-01-21,16:00:20,Plattling
10187,5108,Cake,2017-01-21 16:06:43,Afternoon,Weekend,2017-01-21,16:06:43,Plattling
10188,5108,Muffin,2017-01-21 16:06:43,Afternoon,Weekend,2017-01-21,16:06:43,Deggendorf
10189,5109,Cake,2017-01-21 16:07:07,Afternoon,Weekend,2017-01-21,16:07:07,Wallersdorf
10190,5110,Hot chocolate,2017-01-21 16:07:57,Afternoon,Weekend,2017-01-21,16:07:57,Plattling
10191,5110,Coffee,2017-01-21 16:07:57,Afternoon,Weekend,2017-01-21,16:07:57,Plattling
10192,5111,Tea,2017-01-21 16:13:18,Afternoon,Weekend,2017-01-21,16:13:18,Wallersdorf
10193,5111,Frittata,2017-01-21 16:13:18,Afternoon,Weekend,2017-01-21,16:13:18,Wallersdorf
10194,5112,Coffee,2017-01-21 16:38:29,Afternoon,Weekend,2017-01-21,16:38:29,Wallersdorf
10195,5113,Tea,2017-01-21 16:41:57,Afternoon,Weekend,2017-01-21,16:41:57,Deggendorf
10196,5113,Hot chocolate,2017-01-21 16:41:57,Afternoon,Weekend,2017-01-21,16:41:57,Plattling
10197,5113,Juice,2017-01-21 16:41:57,Afternoon,Weekend,2017-01-21,16:41:57,Deggendorf
10198,5113,Cookies,2017-01-21 16:41:57,Afternoon,Weekend,2017-01-21,16:41:57,Wallersdorf
10199,5114,Cake,2017-01-21 16:45:46,Afternoon,Weekend,2017-01-21,16:45:46,Deggendorf
10200,5114,Bread,2017-01-21 16:45:46,Afternoon,Weekend,2017-01-21,16:45:46,Plattling
10201,5114,Hot chocolate,2017-01-21 16:45:46,Afternoon,Weekend,2017-01-21,16:45:46,Plattling
10202,5115,Bread,2017-01-22 09:16:09,Morning,Weekend,2017-01-22,09:16:09,Wallersdorf
10203,5116,Scone,2017-01-22 09:24:34,Morning,Weekend,2017-01-22,09:24:34,Plattling
10204,5116,Cookies,2017-01-22 09:24:34,Morning,Weekend,2017-01-22,09:24:34,Deggendorf
10205,5116,Coffee,2017-01-22 09:24:34,Morning,Weekend,2017-01-22,09:24:34,Wallersdorf
10206,5116,Juice,2017-01-22 09:24:34,Morning,Weekend,2017-01-22,09:24:34,Wallersdorf
10207,5117,Coffee,2017-01-22 09:36:25,Morning,Weekend,2017-01-22,09:36:25,Deggendorf
10208,5117,Coffee,2017-01-22 09:36:25,Morning,Weekend,2017-01-22,09:36:25,Plattling
10209,5117,Brownie,2017-01-22 09:36:25,Morning,Weekend,2017-01-22,09:36:25,Deggendorf
10210,5117,Scone,2017-01-22 09:36:25,Morning,Weekend,2017-01-22,09:36:25,Wallersdorf
10211,5118,Coffee,2017-01-22 09:39:38,Morning,Weekend,2017-01-22,09:39:38,Deggendorf
10212,5119,Tea,2017-01-22 09:49:34,Morning,Weekend,2017-01-22,09:49:34,Plattling
10213,5119,Raspberry shortbread sandwich,2017-01-22 09:49:34,Morning,Weekend,2017-01-22,09:49:34,Plattling
10214,5120,Afternoon with the baker,2017-01-22 09:55:12,Morning,Weekend,2017-01-22,09:55:12,Deggendorf
10215,5121,Hot chocolate,2017-01-22 09:57:56,Morning,Weekend,2017-01-22,09:57:56,Wallersdorf
10216,5121,Coffee,2017-01-22 09:57:56,Morning,Weekend,2017-01-22,09:57:56,Deggendorf
10217,5121,Tea,2017-01-22 09:57:56,Morning,Weekend,2017-01-22,09:57:56,Deggendorf
10218,5121,Alfajores,2017-01-22 09:57:56,Morning,Weekend,2017-01-22,09:57:56,Deggendorf
10219,5121,Pastry,2017-01-22 09:57:56,Morning,Weekend,2017-01-22,09:57:56,Wallersdorf
10220,5121,Tiffin,2017-01-22 09:57:56,Morning,Weekend,2017-01-22,09:57:56,Deggendorf
10221,5122,Coffee,2017-01-22 10:02:30,Morning,Weekend,2017-01-22,10:02:30,Wallersdorf
10222,5122,Medialuna,2017-01-22 10:02:30,Morning,Weekend,2017-01-22,10:02:30,Plattling
10223,5123,Toast,2017-01-22 10:04:57,Morning,Weekend,2017-01-22,10:04:57,Wallersdorf
10224,5123,Coffee,2017-01-22 10:04:57,Morning,Weekend,2017-01-22,10:04:57,Wallersdorf
10225,5124,Coffee,2017-01-22 10:05:50,Morning,Weekend,2017-01-22,10:05:50,Plattling
10226,5125,Coffee,2017-01-22 10:11:11,Morning,Weekend,2017-01-22,10:11:11,Plattling
10227,5125,Coffee,2017-01-22 10:11:11,Morning,Weekend,2017-01-22,10:11:11,Plattling
10228,5125,Toast,2017-01-22 10:11:11,Morning,Weekend,2017-01-22,10:11:11,Wallersdorf
10229,5126,Coffee,2017-01-22 10:12:21,Morning,Weekend,2017-01-22,10:12:21,Wallersdorf
10230,5127,Bread,2017-01-22 10:14:33,Morning,Weekend,2017-01-22,10:14:33,Wallersdorf
10231,5127,Coffee,2017-01-22 10:14:33,Morning,Weekend,2017-01-22,10:14:33,Plattling
10232,5127,Bread,2017-01-22 10:14:33,Morning,Weekend,2017-01-22,10:14:33,Wallersdorf
10233,5128,Bread,2017-01-22 10:15:31,Morning,Weekend,2017-01-22,10:15:31,Deggendorf
10234,5128,Eggs,2017-01-22 10:15:31,Morning,Weekend,2017-01-22,10:15:31,Deggendorf
10235,5129,Bread,2017-01-22 10:33:02,Morning,Weekend,2017-01-22,10:33:02,Wallersdorf
10236,5130,Bread,2017-01-22 10:50:37,Morning,Weekend,2017-01-22,10:50:37,Plattling
10237,5130,Bread,2017-01-22 10:50:37,Morning,Weekend,2017-01-22,10:50:37,Plattling
10238,5130,Coffee,2017-01-22 10:50:37,Morning,Weekend,2017-01-22,10:50:37,Plattling
10239,5130,Scone,2017-01-22 10:50:37,Morning,Weekend,2017-01-22,10:50:37,Plattling
10240,5130,Frittata,2017-01-22 10:50:37,Morning,Weekend,2017-01-22,10:50:37,Deggendorf
10241,5131,Medialuna,2017-01-22 10:50:57,Morning,Weekend,2017-01-22,10:50:57,Plattling
10242,5132,Bread,2017-01-22 10:51:49,Morning,Weekend,2017-01-22,10:51:49,Wallersdorf
10243,5133,Coffee,2017-01-22 10:53:59,Morning,Weekend,2017-01-22,10:53:59,Wallersdorf
10244,5133,Bread,2017-01-22 10:53:59,Morning,Weekend,2017-01-22,10:53:59,Plattling
10245,5133,Bread,2017-01-22 10:53:59,Morning,Weekend,2017-01-22,10:53:59,Wallersdorf
10246,5134,Coffee,2017-01-22 10:55:02,Morning,Weekend,2017-01-22,10:55:02,Plattling
10247,5134,Coffee,2017-01-22 10:55:02,Morning,Weekend,2017-01-22,10:55:02,Wallersdorf
10248,5134,Toast,2017-01-22 10:55:02,Morning,Weekend,2017-01-22,10:55:02,Wallersdorf
10249,5135,Medialuna,2017-01-22 11:05:15,Morning,Weekend,2017-01-22,11:05:15,Plattling
10250,5136,Scone,2017-01-22 11:14:07,Morning,Weekend,2017-01-22,11:14:07,Plattling
10251,5137,Tea,2017-01-22 11:18:42,Morning,Weekend,2017-01-22,11:18:42,Plattling
10252,5137,Coffee,2017-01-22 11:18:42,Morning,Weekend,2017-01-22,11:18:42,Wallersdorf
10253,5137,Toast,2017-01-22 11:18:42,Morning,Weekend,2017-01-22,11:18:42,Plattling
10254,5137,Bread,2017-01-22 11:18:42,Morning,Weekend,2017-01-22,11:18:42,Plattling
10255,5138,Bread,2017-01-22 11:23:59,Morning,Weekend,2017-01-22,11:23:59,Plattling
10256,5138,Alfajores,2017-01-22 11:23:59,Morning,Weekend,2017-01-22,11:23:59,Plattling
10257,5139,Coffee,2017-01-22 11:27:35,Morning,Weekend,2017-01-22,11:27:35,Deggendorf
10258,5139,Cake,2017-01-22 11:27:35,Morning,Weekend,2017-01-22,11:27:35,Plattling
10259,5140,Coffee,2017-01-22 11:35:39,Morning,Weekend,2017-01-22,11:35:39,Plattling
10260,5140,Cake,2017-01-22 11:35:39,Morning,Weekend,2017-01-22,11:35:39,Deggendorf
10261,5140,Bread,2017-01-22 11:35:39,Morning,Weekend,2017-01-22,11:35:39,Deggendorf
10262,5141,Bread,2017-01-22 11:37:07,Morning,Weekend,2017-01-22,11:37:07,Plattling
10263,5141,Coffee,2017-01-22 11:37:07,Morning,Weekend,2017-01-22,11:37:07,Deggendorf
10264,5141,Tea,2017-01-22 11:37:07,Morning,Weekend,2017-01-22,11:37:07,Wallersdorf
10265,5142,Hot chocolate,2017-01-22 11:39:21,Morning,Weekend,2017-01-22,11:39:21,Plattling
10266,5142,Cake,2017-01-22 11:39:21,Morning,Weekend,2017-01-22,11:39:21,Deggendorf
10267,5142,Bread,2017-01-22 11:39:21,Morning,Weekend,2017-01-22,11:39:21,Deggendorf
10268,5143,Tea,2017-01-22 11:41:21,Morning,Weekend,2017-01-22,11:41:21,Plattling
10269,5144,Alfajores,2017-01-22 12:02:26,Afternoon,Weekend,2017-01-22,12:02:26,Wallersdorf
10270,5144,Coffee,2017-01-22 12:02:26,Afternoon,Weekend,2017-01-22,12:02:26,Plattling
10271,5145,Hot chocolate,2017-01-22 12:04:02,Afternoon,Weekend,2017-01-22,12:04:02,Wallersdorf
10272,5145,Coffee,2017-01-22 12:04:02,Afternoon,Weekend,2017-01-22,12:04:02,Plattling
10273,5146,Hot chocolate,2017-01-22 12:10:06,Afternoon,Weekend,2017-01-22,12:10:06,Deggendorf
10274,5146,Smoothies,2017-01-22 12:10:06,Afternoon,Weekend,2017-01-22,12:10:06,Deggendorf
10275,5146,The Nomad,2017-01-22 12:10:06,Afternoon,Weekend,2017-01-22,12:10:06,Wallersdorf
10276,5146,Bread,2017-01-22 12:10:06,Afternoon,Weekend,2017-01-22,12:10:06,Plattling
10277,5146,Afternoon with the baker,2017-01-22 12:10:06,Afternoon,Weekend,2017-01-22,12:10:06,Wallersdorf
10278,5147,Tea,2017-01-22 12:10:39,Afternoon,Weekend,2017-01-22,12:10:39,Wallersdorf
10279,5148,Bread,2017-01-22 12:17:51,Afternoon,Weekend,2017-01-22,12:17:51,Deggendorf
10280,5149,Jammie Dodgers,2017-01-22 12:28:35,Afternoon,Weekend,2017-01-22,12:28:35,Plattling
10281,5150,The Nomad,2017-01-22 12:35:47,Afternoon,Weekend,2017-01-22,12:35:47,Deggendorf
10282,5150,Juice,2017-01-22 12:35:47,Afternoon,Weekend,2017-01-22,12:35:47,Wallersdorf
10283,5150,Coffee,2017-01-22 12:35:47,Afternoon,Weekend,2017-01-22,12:35:47,Deggendorf
10284,5150,Coffee,2017-01-22 12:35:47,Afternoon,Weekend,2017-01-22,12:35:47,Wallersdorf
10285,5151,Bread,2017-01-22 12:44:35,Afternoon,Weekend,2017-01-22,12:44:35,Deggendorf
10286,5151,Scone,2017-01-22 12:44:35,Afternoon,Weekend,2017-01-22,12:44:35,Deggendorf
10287,5151,Pastry,2017-01-22 12:44:35,Afternoon,Weekend,2017-01-22,12:44:35,Wallersdorf
10288,5151,Cake,2017-01-22 12:44:35,Afternoon,Weekend,2017-01-22,12:44:35,Wallersdorf
10289,5151,Bread,2017-01-22 12:44:35,Afternoon,Weekend,2017-01-22,12:44:35,Wallersdorf
10290,5152,Coffee,2017-01-22 12:53:10,Afternoon,Weekend,2017-01-22,12:53:10,Plattling
10291,5152,Scone,2017-01-22 12:53:10,Afternoon,Weekend,2017-01-22,12:53:10,Plattling
10292,5152,Sandwich,2017-01-22 12:53:10,Afternoon,Weekend,2017-01-22,12:53:10,Wallersdorf
10293,5153,Coffee,2017-01-22 12:55:28,Afternoon,Weekend,2017-01-22,12:55:28,Plattling
10294,5153,Cake,2017-01-22 12:55:28,Afternoon,Weekend,2017-01-22,12:55:28,Wallersdorf
10295,5153,Pastry,2017-01-22 12:55:28,Afternoon,Weekend,2017-01-22,12:55:28,Wallersdorf
10296,5154,Tea,2017-01-22 12:58:16,Afternoon,Weekend,2017-01-22,12:58:16,Deggendorf
10297,5154,Cookies,2017-01-22 12:58:16,Afternoon,Weekend,2017-01-22,12:58:16,Deggendorf
10298,5154,Soup,2017-01-22 12:58:16,Afternoon,Weekend,2017-01-22,12:58:16,Wallersdorf
10299,5155,Hot chocolate,2017-01-22 13:00:21,Afternoon,Weekend,2017-01-22,13:00:21,Deggendorf
10300,5155,Bread,2017-01-22 13:00:21,Afternoon,Weekend,2017-01-22,13:00:21,Plattling
10301,5155,Cake,2017-01-22 13:00:21,Afternoon,Weekend,2017-01-22,13:00:21,Plattling
10302,5155,Jammie Dodgers,2017-01-22 13:00:21,Afternoon,Weekend,2017-01-22,13:00:21,Plattling
10303,5156,Soup,2017-01-22 13:00:45,Afternoon,Weekend,2017-01-22,13:00:45,Wallersdorf
10304,5157,Salad,2017-01-22 13:01:46,Afternoon,Weekend,2017-01-22,13:01:46,Plattling
10305,5158,Pastry,2017-01-22 13:08:28,Afternoon,Weekend,2017-01-22,13:08:28,Wallersdorf
10306,5158,Frittata,2017-01-22 13:08:28,Afternoon,Weekend,2017-01-22,13:08:28,Plattling
10307,5159,Bread,2017-01-22 13:12:08,Afternoon,Weekend,2017-01-22,13:12:08,Deggendorf
10308,5160,Alfajores,2017-01-22 13:20:11,Afternoon,Weekend,2017-01-22,13:20:11,Plattling
10309,5160,Jammie Dodgers,2017-01-22 13:20:11,Afternoon,Weekend,2017-01-22,13:20:11,Plattling
10310,5160,Cake,2017-01-22 13:20:11,Afternoon,Weekend,2017-01-22,13:20:11,Plattling
10311,5160,Tiffin,2017-01-22 13:20:11,Afternoon,Weekend,2017-01-22,13:20:11,Wallersdorf
10312,5160,Cake,2017-01-22 13:20:11,Afternoon,Weekend,2017-01-22,13:20:11,Wallersdorf
10313,5161,Soup,2017-01-22 13:38:58,Afternoon,Weekend,2017-01-22,13:38:58,Plattling
10314,5161,Salad,2017-01-22 13:38:58,Afternoon,Weekend,2017-01-22,13:38:58,Plattling
10315,5161,Extra Salami or Feta,2017-01-22 13:38:58,Afternoon,Weekend,2017-01-22,13:38:58,Wallersdorf
10316,5161,Sandwich,2017-01-22 13:38:58,Afternoon,Weekend,2017-01-22,13:38:58,Deggendorf
10317,5161,Coffee,2017-01-22 13:38:58,Afternoon,Weekend,2017-01-22,13:38:58,Plattling
10318,5161,Coffee,2017-01-22 13:38:58,Afternoon,Weekend,2017-01-22,13:38:58,Plattling
